transaction_id,card_id,merchant_name,timestamp,amount,location,transaction_type,related_transaction_id,status,pending_balance
199,34,"Lee, Lam and Vargas",2025-04-02 16:40:58,112.06,"6205 Davidson Junctions, Troy, NY 14683",wire_transfer,,pending,8256.87
200,47,"Sanchez, Lee and Rodriguez",2025-04-02 17:21:48,191.68,"5168 Williams Plain, Troy, NY 10145",p2p_transfer,,pending,2991.67
201,19,Myers and Sons,2025-04-02 17:58:32,461.91,"1614 Fry Hills, Yonkers, NY 14760",wire_transfer,,pending,1000.4
202,16,Savage Ltd,2025-04-02 17:58:55,42.28,"3265 Ward Crescent, Queens, NY 12556",purchase,,pending,2689.25
203,9,Pugh-Murphy,2025-04-02 18:04:26,270.02,"945 Martin Lodge, Buffalo, NY 13666",wire_transfer,,pending,1126.4
204,49,Johnson-Cooper,2025-04-02 18:11:24,70.12,"658 Christopher Rapids, Queens, NY 13412",purchase,,pending,2118.83
205,23,Jones-Blake,2025-04-02 19:39:52,1416.6,"7095 John Lights, New York, NY 17489",p2p_transfer,,pending,2344.37
206,16,Franklin-Lopez,2025-04-02 19:53:51,-80.28,"521 Jackson Bridge, Syracuse, NY 15469",refund,,pending,2608.97
207,55,Cruz Ltd,2025-04-02 19:54:40,225.93,"6382 Henry Harbor, Syracuse, NY 18152",wire_transfer,,pending,7610.23
208,58,Brown Group,2025-04-02 20:03:58,16.65,"7766 Frederick Villages, Staten Island, NY 13416",purchase,,pending,2980.53
209,1,Sandoval-Morgan,2025-04-02 20:14:42,368.54,"481 Williams Parkway, Rochester, NY 11720",bill_payment,,pending,1853.71
210,14,Hickman-Anderson,2025-04-02 20:18:11,-35.17,"6321 Jeffery View, New York, NY 11684",refund,,pending,2341.87
211,24,Graham-Hopkins,2025-04-02 20:32:32,291.4,"8498 David Branch, Cheektowaga, NY 16946",bill_payment,,pending,967.8
212,41,Carter Inc,2025-04-02 21:29:06,273.72,"1154 Rachel Springs, Queens, NY 19504",p2p_transfer,,pending,327.1
213,34,Santiago-Gray,2025-04-02 21:31:12,137.04,"626 Tate Causeway, Yonkers, NY 14192",purchase,,pending,8393.91
214,1,Thomas-Reyes,2025-04-02 21:33:49,468.13,"7956 Perry Court, Troy, NY 16462",p2p_transfer,,pending,2321.84
215,55,"Maldonado, Williams and Gordon",2025-04-02 21:39:24,-134.85,"6908 Gill Pine, Schenectady, NY 15416",refund,,pending,7475.38
216,42,Parker-Rowland,2025-04-02 21:49:41,221.37,"522 Calhoun Trace, Niagara Falls, NY 12151",wire_transfer,,pending,753.9
217,27,Holden-Simpson,2025-04-02 22:16:11,446.67,"2275 Jackson Squares, Schenectady, NY 15398",p2p_transfer,,pending,715.0
218,28,Meadows-Lopez,2025-04-02 22:31:01,107.48,"3657 Gabriel Branch, Rochester, NY 16449",atm_withdrawal,,pending,4387.04
219,4,"Williams, Morrison and Taylor",2025-04-02 22:32:30,-294.58,"6153 Alexandra Ridges, Wesleyburgh, CT 08924",refund,,pending,743.67
220,15,"Garcia, Scott and Price",2025-04-02 22:46:05,85.57,"4340 Roberts Inlet, New York, NY 11717",atm_withdrawal,,pending,479.81
221,23,Leblanc Ltd,2025-04-02 22:48:13,436.18,"9382 Jessica Fork, Utica, NY 12265",p2p_transfer,,pending,2780.55
222,25,Nunez PLC,2025-04-02 22:52:42,184.43,"5523 Anderson Mount, Queens, NY 19652",atm_withdrawal,,pending,740.23
223,24,"Robinson, Smith and Holland",2025-04-02 23:23:46,448.22,"8018 Santana Station, Binghamton, NY 19955",p2p_transfer,,pending,1416.02
224,18,"Flowers, Snyder and Morris",2025-04-03 01:16:36,208.34,"8630 Tiffany Loaf, White Plains, NY 12274",p2p_transfer,,pending,9596.56
225,21,"Wolfe, Lee and Bean",2025-04-03 01:31:17,364.08,"9130 Kathryn Locks, White Plains, NY 15843",p2p_transfer,,pending,367.1
226,24,Rodriguez LLC,2025-04-03 02:16:53,-223.17,"6289 Garcia Creek, Ithaca, NY 11280",refund,,pending,1192.85
227,6,"Lee, Sanchez and Mercer",2025-04-03 02:21:36,438.28,"568 Lopez Squares, Bronx, NY 17620",p2p_transfer,,pending,961.97
228,30,"Burns, Wise and Johnson",2025-04-03 02:38:00,235.46,"5103 Steven Canyon, North Andre, PA 16857",purchase,,pending,491.8
229,5,Holmes-Smith,2025-04-03 02:51:14,-412.06,"6324 Natalie Overpass, Troy, NY 11206",refund,,pending,985.77
230,17,"Hess, Mcdonald and Dunn",2025-04-03 03:32:50,428.95,"6825 Bonnie Mountain, Buffalo, NY 13985",p2p_transfer,,pending,1689.15
231,50,Jones-Perry,2025-04-03 03:40:07,5263.8,"9749 Morgan Rapid, Staten Island, NY 12526",bill_payment,,declined,330.7
232,2,Miller PLC,2025-04-03 03:42:27,5790.9,"5620 Lindsey Fork, Niagara Falls, NY 17658",bill_payment,,declined,1088.31
233,10,Hammond-Clark,2025-04-03 03:53:22,155.83,"5984 Lisa Forks, Niagara Falls, NY 18993",atm_withdrawal,,pending,1795.34
234,57,Gutierrez-Brown,2025-04-03 03:55:02,-390.97,"1531 Alexander Ford, Johnland, MA 07556",refund,,pending,825.59
235,44,Patel LLC,2025-04-03 03:57:50,53.87,"1280 Jennifer Knolls, Cheektowaga, NY 14350",p2p_transfer,,pending,913.3
236,31,Vasquez Ltd,2025-04-03 04:04:27,50.58,"2656 Kevin Ramp, Syracuse, NY 18884",atm_withdrawal,,pending,115.92
237,21,Jones Ltd,2025-04-03 04:07:57,22.52,"5268 Bonnie Ramp, Martinton, CT 02173",atm_withdrawal,,declined,367.1
238,20,"Odom, Kemp and Diaz",2025-04-03 04:15:47,289.86,"2962 Barbara Light, Buffalo, NY 17540",wire_transfer,,pending,833.96
239,50,Robbins Ltd,2025-04-03 04:31:48,-444.11,"9465 Martinez Squares, New York, NY 15628",refund,,pending,-113.41
240,55,"Gray, Vance and Cisneros",2025-04-03 04:48:48,134.37,"9358 Valdez Port, Albany, NY 17640",atm_withdrawal,,pending,7609.75
241,37,Berger PLC,2025-04-03 04:59:23,118.22,"8277 Paul Turnpike, Niagara Falls, NY 18747",p2p_transfer,,pending,1008.35
242,34,Everett LLC,2025-04-03 05:45:07,134.7,"7212 Charles Ridges, White Plains, NY 12866",p2p_transfer,,pending,8528.61
243,28,Mosley Ltd,2025-04-03 05:45:40,281.89,"9316 Patty Mews, Binghamton, NY 10719",purchase,,pending,4668.93
244,18,Carroll-Macias,2025-04-03 05:51:07,110.39,"9702 Kevin Viaduct, Brooklyn, NY 16431",atm_withdrawal,,pending,9706.95
245,2,"Arias, Cooper and Ball",2025-04-03 05:51:50,221.65,"7550 Katherine Roads, White Plains, NY 17225",purchase,,pending,1309.96
246,22,Medina PLC,2025-04-03 05:58:59,199.75,"2103 Amber Rue, Troy, NY 17609",atm_withdrawal,,pending,422.43
247,25,Sanchez-Perez,2025-04-03 06:11:23,165.34,"2095 Walls Cape, New York, NY 14554",atm_withdrawal,,pending,905.57
248,21,Mcgrath-Hill,2025-04-03 06:20:03,77.36,"7075 Eileen Glen, Brooklyn, NY 14264",bill_payment,,pending,444.46
249,5,Silva Ltd,2025-04-03 06:23:33,121.61,"8781 Adrian Freeway, Staten Island, NY 13308",purchase,,pending,1107.38
250,35,Case Group,2025-04-03 06:38:43,-158.35,"6040 Smith Route, Utica, NY 11820",refund,,pending,1051.68
251,33,"Ward, Stewart and Walsh",2025-04-03 06:44:01,66.13,"8725 Durham Court, Binghamton, NY 16294",bill_payment,,pending,2749.75
252,32,"Newman, Martinez and Roman",2025-04-03 07:04:12,139.51,"294 Erin Flat, Utica, NY 13267",bill_payment,,pending,419.91
253,48,Carter-Wilkerson,2025-04-03 07:07:46,116.4,"2108 Tyler Station, Queens, NY 19987",wire_transfer,,pending,1248.38
254,27,Murray Inc,2025-04-03 07:24:29,-119.12,"7547 Jordan Course, Buffalo, NY 12173",refund,,pending,595.88
255,20,Boyd-Morgan,2025-04-03 07:48:27,392.05,"6173 Kathryn Views, Belltown, CA 94413",wire_transfer,,declined,833.96
256,43,Abbott-Lucas,2025-04-03 07:57:07,-115.05,"666 James Unions, Troy, NY 19097",refund,,pending,271.35
257,32,Williams-Valdez,2025-04-03 07:59:56,36.98,"9847 Green Drives, Buffalo, NY 16498",atm_withdrawal,,pending,456.89
258,49,"Jackson, Hogan and Ward",2025-04-03 08:03:47,246.73,"4426 Ramsey Canyon, Buffalo, NY 12975",wire_transfer,,pending,2365.56
259,14,"Guzman, Maldonado and Carter",2025-04-03 08:20:32,35.98,"923 Pierce Inlet, Syracuse, NY 14589",atm_withdrawal,,pending,2377.85
260,27,Sullivan-Chang,2025-04-03 08:33:29,296.13,"1518 Cordova Landing, Buffalo, NY 15564",wire_transfer,,pending,892.01
261,43,Pierce LLC,2025-04-03 08:48:24,81.43,"4113 Travis Wells, Queens, NY 14949",wire_transfer,,pending,352.78
262,35,Olson-Joseph,2025-04-03 09:35:10,27.19,"4310 Jennifer Walk, Binghamton, NY 11927",atm_withdrawal,,pending,1078.87
263,37,Sanders-Brown,2025-04-03 09:39:49,72.07,"1230 Wall Trafficway, Brooklyn, NY 18587",atm_withdrawal,,pending,1080.42
264,9,Harvey-Webb,2025-04-03 09:49:54,181.61,"347 Ibarra Common, Yonkers, NY 16745",bill_payment,,pending,1308.01
265,1,Guerrero-Lewis,2025-04-03 10:35:05,1007.55,"4133 Christina Hills, Cheektowaga, NY 19632",atm_withdrawal,,pending,3329.39
266,11,Parker Inc,2025-04-03 10:49:33,49.84,"7213 Andrew Pines, Albany, NY 16660",atm_withdrawal,,pending,358.94
267,20,Hanson Inc,2025-04-03 10:55:20,115.74,"3626 Jones Canyon, Rochester, NY 10637",bill_payment,,pending,949.7
268,27,"Meyer, Ward and Brock",2025-04-03 11:04:06,121.49,"5443 David Ports, New York, NY 16529",atm_withdrawal,,pending,1013.5
269,47,Dawson LLC,2025-04-03 11:19:27,79.41,"9970 Ayala Tunnel, Albany, NY 18922",atm_withdrawal,,pending,3071.08
270,52,"Mendoza, Black and Christensen",2025-04-03 11:53:24,159.22,"9989 Parker River, Yonkers, NY 13748",atm_withdrawal,,pending,1104.35
271,22,Guzman LLC,2025-04-03 11:58:07,71.0,"1261 Harrell Loaf, Bronx, NY 16896",bill_payment,,pending,493.43
272,51,"Anderson, Douglas and Bryant",2025-04-03 12:10:42,62.47,"1781 Melissa Ramp, Brooklyn, NY 14588",atm_withdrawal,,pending,-138.29
273,46,Stone Group,2025-04-03 12:17:40,209.76,"1622 Grant Vista, Binghamton, NY 13327",p2p_transfer,,pending,759.61
274,28,Marquez Inc,2025-04-03 12:24:16,197.28,"5684 Bishop Trail, Utica, NY 16064",wire_transfer,,pending,4866.21
275,7,Noble PLC,2025-04-03 12:28:14,274.78,"7887 Joanne Street, Buffalo, NY 15152",wire_transfer,,pending,1139.43
276,49,"Edwards, Higgins and Smith",2025-04-03 12:39:08,-87.37,"5869 Cox Islands, Bronx, NY 11512",refund,,pending,2278.19
277,43,"Mueller, Lewis and Perry",2025-04-03 13:11:51,103.78,"1028 Mclean Plaza, New York, NY 18488",purchase,,pending,456.56
278,27,"Smith, Kirby and Torres",2025-04-03 13:57:24,215.38,"3725 Kyle Locks, Buffalo, NY 16887",bill_payment,,pending,1228.88
279,8,Martin Ltd,2025-04-03 14:08:42,317.75,"1080 Medina Field, Niagara Falls, NY 18873",bill_payment,,pending,1321.85
280,32,"Ward, Barber and Ruiz",2025-04-03 14:18:53,322.96,"8374 Timothy Stream, Ithaca, NY 10902",bill_payment,,pending,779.85
281,48,"Mills, Russell and Zamora",2025-04-03 14:32:29,22.62,"1156 Leah Rue, Staten Island, NY 15016",purchase,,pending,1271.0
282,57,Jordan-Adams,2025-04-03 14:41:35,67.71,"8722 Melanie Mills, Ithaca, NY 13254",atm_withdrawal,,pending,893.3
283,28,"Marshall, Kennedy and Jimenez",2025-04-03 14:45:49,2349.9,"4455 Thomas Bypass, Binghamton, NY 13103",purchase,,pending,7216.11
284,39,King-Davis,2025-04-03 15:21:52,430.69,"6585 Burns Station, Elizabethberg, CT 01493",p2p_transfer,,declined,2394.4
285,55,Charles and Sons,2025-04-03 16:13:02,137.61,"825 Rebecca Highway, Yonkers, NY 17481",atm_withdrawal,,pending,7747.36
286,27,"Harmon, Grant and Braun",2025-04-03 16:31:43,-91.82,"832 Jennings Place, Syracuse, NY 19420",refund,,pending,1137.06
287,42,Blackburn-Thomas,2025-04-03 16:57:44,55.35,"5135 Anna Village, Cheektowaga, NY 19830",atm_withdrawal,,pending,809.25
288,7,Phillips PLC,2025-04-03 17:08:25,209.85,"8328 Heather Keys, Yonkers, NY 17406",purchase,,pending,1349.28
289,32,"Wheeler, Jackson and Haynes",2025-04-03 17:41:15,-277.54,"1432 Whitney Union, Schenectady, NY 12265",refund,,pending,502.31
290,24,Jackson-Summers,2025-04-03 18:05:44,390.98,"6788 Richard Haven, Rochester, NY 19621",p2p_transfer,,pending,1583.83
291,5,George-Johnson,2025-04-03 18:19:17,-395.64,"1792 Dudley Plaza, Utica, NY 17654",refund,,pending,711.74
292,58,"Johnson, Cummings and Sloan",2025-04-03 18:32:35,294.26,"4056 Ross Parkway, Bronx, NY 10236",wire_transfer,,pending,3274.79
293,10,Patel PLC,2025-04-03 18:44:43,81.74,"7957 Campbell Cape, Utica, NY 11511",p2p_transfer,,pending,1877.08
294,36,Washington LLC,2025-04-03 19:04:53,444.4,"2522 Chapman Drives, Albany, NY 16917",wire_transfer,,pending,450.62
295,45,Williams and Sons,2025-04-03 19:42:18,33.1,"7399 April Corners, Syracuse, NY 14676",atm_withdrawal,,pending,556.62
296,47,Perez-Williamson,2025-04-03 20:20:03,-35.5,"6208 Russell Plaza, Yonkers, NY 12250",refund,,pending,3035.58
297,16,Wilson-Hickman,2025-04-03 20:22:56,100.11,"7058 Patterson Expressway, Albany, NY 14527",bill_payment,,pending,2709.08
298,29,Foster PLC,2025-04-03 20:31:31,300.54,"3661 Garrett Pines, Utica, NY 18060",bill_payment,,pending,2669.39
299,14,"Cunningham, Huff and Turner",2025-04-03 20:32:22,496.82,"7096 Bethany Courts, Cheektowaga, NY 17955",bill_payment,,pending,2874.67
300,29,Weaver Inc,2025-04-03 20:45:08,-412.54,"7182 Morrison Pines, Cheektowaga, NY 18951",refund,,pending,2256.85
301,59,Moore-Parker,2025-04-03 20:57:17,-395.57,"7842 Rodgers Ways, White Plains, NY 12358",refund,,pending,8911.44
302,36,Jones-Malone,2025-04-03 21:04:13,45.05,"2176 Randy Track, Queens, NY 14516",atm_withdrawal,,pending,495.67
303,60,Aguilar-Figueroa,2025-04-03 21:15:30,412.17,"3476 Gonzalez Mission, Cheektowaga, NY 16404",bill_payment,,pending,634.35
304,55,Jones-Chan,2025-04-03 21:21:06,30.14,"4302 Moreno Fork, Buffalo, NY 13236",atm_withdrawal,,pending,7777.5
305,45,"Hart, Davis and Morrison",2025-04-03 21:34:36,336.12,"9341 Margaret Shore, Queens, NY 15048",bill_payment,,pending,892.74
306,2,Burns-Gomez,2025-04-03 22:04:57,92.19,"6685 Tara Passage, Yonkers, NY 19810",atm_withdrawal,,pending,1402.15
307,3,Buckley Inc,2025-04-03 22:13:24,145.87,"7866 Chen Ferry, Bronx, NY 14763",wire_transfer,,pending,-547.31
308,44,Brown-Lloyd,2025-04-03 22:54:32,246.27,"6457 Winters Forges, Williamville, IL 67889",purchase,,declined,913.3
309,32,"Zimmerman, Lambert and Dominguez",2025-04-03 23:03:02,176.33,"2765 Garcia Fork, Utica, NY 19858",atm_withdrawal,,pending,678.64
310,59,Everett-Rosales,2025-04-03 23:08:20,6181.5,"1442 Lewis Ridge, New York, NY 13618",wire_transfer,,pending,15092.94
311,21,Morrison-Evans,2025-04-03 23:14:45,207.62,"4987 Lucas Club, Brooklyn, NY 19639",purchase,,pending,652.08
312,27,"Walsh, Wells and Ray",2025-04-03 23:15:22,70.28,"1791 Steele Court, Cheektowaga, NY 13842",purchase,,pending,1207.34
313,6,"Murphy, Wilkins and Jordan",2025-04-03 23:19:31,309.15,"5946 Arnold Tunnel, Staten Island, NY 19078",wire_transfer,,pending,1271.12
314,34,Martinez Group,2025-04-03 23:31:00,343.54,"9930 Mary Spur, Yonkers, NY 16953",p2p_transfer,,pending,8872.15
315,33,Douglas-Graves,2025-04-03 23:42:45,467.73,"441 Richard Drives, Utica, NY 17264",p2p_transfer,,pending,3217.48
316,30,Duncan-Prince,2025-04-03 23:46:08,127.33,"6806 Carrie Crest, Cheektowaga, NY 11975",purchase,,pending,619.13
317,24,"Hill, Nichols and Montoya",2025-04-04 01:02:17,206.64,"7339 Christopher Isle, Ithaca, NY 10445",purchase,,pending,1790.47
318,30,Barrera-Parker,2025-04-04 01:33:27,449.76,"6717 Barbara Plaza, Cheektowaga, NY 15782",wire_transfer,,pending,1068.89
319,19,Reese Ltd,2025-04-04 01:37:30,492.38,"5975 Tammy Haven, Syracuse, NY 11529",p2p_transfer,,pending,1492.78
320,31,Moore Group,2025-04-04 01:41:26,47.55,"5992 Lisa Freeway, Schenectady, NY 14092",atm_withdrawal,,pending,163.47
321,4,"Shepard, Sims and Marsh",2025-04-04 01:52:53,126.38,"7572 Edwards Overpass, Cheektowaga, NY 15124",purchase,,pending,870.05
322,46,Nguyen-Berry,2025-04-04 01:54:46,54.32,"1626 Jessica Parks, Syracuse, NY 14652",p2p_transfer,,pending,813.93
323,55,"Butler, Jackson and Fisher",2025-04-04 01:56:05,-487.87,"5544 Lewis Valley, Ithaca, NY 17947",refund,,pending,7289.63
324,34,"Miller, Myers and Nunez",2025-04-04 02:03:41,3224.25,"7794 Angel Meadows, Binghamton, NY 13577",bill_payment,,pending,12096.4
325,30,Bright LLC,2025-04-04 02:04:56,341.6,"2606 Robert Ford, New York, NY 14315",bill_payment,,pending,1410.49
326,3,Clark Ltd,2025-04-04 02:15:51,120.21,"8992 Estes Mill, Niagara Falls, NY 10243",wire_transfer,,pending,-427.1
327,1,Chen-Dawson,2025-04-04 02:35:39,485.98,"4781 Mosley Mills, White Plains, NY 16015",p2p_transfer,,pending,3815.37
328,15,Porter-Mcdonald,2025-04-04 02:44:17,469.45,"7460 Evans Shoals, South Garrett, TX 73330",wire_transfer,,declined,479.81
329,48,Nichols Ltd,2025-04-04 02:52:59,113.07,"8551 Parks Viaduct, Kramerborough, CA 95801",wire_transfer,,declined,1271.0
330,15,Mason and Sons,2025-04-04 03:07:08,-337.0,"8715 Alyssa Island, Syracuse, NY 16779",refund,,pending,142.81
331,15,Ramsey-Johnson,2025-04-04 03:27:52,372.11,"6963 Katherine Courts, Troy, NY 18570",wire_transfer,,pending,514.92
332,20,"Garcia, King and Bennett",2025-04-04 04:31:07,249.61,"2812 Delgado Squares, Staten Island, NY 10322",bill_payment,,pending,1199.31
333,13,Torres Ltd,2025-04-04 05:30:09,-298.78,"5842 Amanda Forest, Bronx, NY 11807",refund,,pending,-251.55
334,58,Rosales-Ochoa,2025-04-04 05:32:16,151.52,"5304 Robert Crescent, Staten Island, NY 17550",p2p_transfer,,pending,3426.31
335,43,Holloway PLC,2025-04-04 05:42:46,178.04,"2338 Jacqueline Run, Staten Island, NY 18641",atm_withdrawal,,pending,634.6
336,2,Vaughan-Hunter,2025-04-04 05:59:35,352.9,"9249 Jacob Isle, Buffalo, NY 13587",bill_payment,,pending,1755.05
337,8,Duncan-Roberson,2025-04-04 06:05:46,121.32,"8936 Harris Cape, Ithaca, NY 15828",purchase,,pending,1443.17
338,31,"Williams, Decker and Walton",2025-04-04 06:14:21,144.92,"1803 Jennifer Dale, Michaelhaven, CA 94768",atm_withdrawal,,declined,163.47
339,27,Carter Group,2025-04-04 06:23:33,-163.37,"7888 Micheal Plaza, Brooklyn, NY 11460",refund,,pending,1043.97
340,52,Allen-Murray,2025-04-04 06:58:34,-289.71,"3897 Frank Dale, Utica, NY 15024",refund,,pending,814.64
341,37,Turner-Young,2025-04-04 07:07:25,454.91,"5800 Mccoy Via, Brooklyn, NY 15866",p2p_transfer,,pending,1535.33
342,17,"Norris, Kennedy and White",2025-04-04 07:08:20,254.24,"3498 Lopez Manor, Cheektowaga, NY 11671",bill_payment,,pending,1943.39
343,7,Cole Ltd,2025-04-04 07:11:41,-433.33,"5333 Miller Tunnel, East Michelleburgh, MA 09833",refund,,pending,915.95
344,18,Ramos-Parker,2025-04-04 07:16:58,382.48,"6363 Colon Springs, Albany, NY 19693",wire_transfer,,pending,10089.43
345,50,"Mosley, Costa and Hughes",2025-04-04 07:19:10,393.5,"3719 Mcintosh Rest, New York, NY 15534",wire_transfer,,pending,280.09
346,4,Patel Ltd,2025-04-04 08:04:17,222.55,"7758 Karen Plaza, Lake Brandonshire, PA 17985",wire_transfer,,pending,1092.6
347,31,Gutierrez Ltd,2025-04-04 08:13:49,69.32,"7897 Stephanie Club, Troy, NY 18089",atm_withdrawal,,pending,232.79
348,60,"Knox, Simmons and Frye",2025-04-04 08:22:06,426.8,"3560 Olson Track, Brooklyn, NY 12712",p2p_transfer,,pending,1061.15
349,54,Grant Inc,2025-04-04 08:26:45,34.54,"6388 Clements Creek, Queens, NY 18033",atm_withdrawal,,pending,1616.79
350,51,Krueger Group,2025-04-04 08:31:55,62.03,"9921 Rollins Flats, Binghamton, NY 14882",wire_transfer,,pending,-76.26
351,32,"Nichols, House and White",2025-04-04 08:51:41,240.22,"7585 Sanders Expressway, Brooklyn, NY 16182",bill_payment,,pending,918.86
352,8,Church-Buchanan,2025-04-04 09:17:25,1942.35,"9947 Bartlett Street, Eduardofurt, FL 36170",purchase,,declined,1443.17
353,15,Martin Ltd,2025-04-04 09:33:56,387.77,"1931 Heather Rapid, Syracuse, NY 11712",p2p_transfer,,pending,902.69
354,57,Osborne-Haynes,2025-04-04 09:50:14,243.21,"9162 Michael Parkway, Schenectady, NY 10310",p2p_transfer,,pending,1136.51
355,57,Smith-Moore,2025-04-04 10:19:31,172.21,"4425 Franklin Place, Brooklyn, NY 16514",wire_transfer,,pending,1308.72
356,56,"Mccarthy, Hernandez and May",2025-04-04 10:28:26,158.31,"739 Gilbert Fall, Utica, NY 11106",atm_withdrawal,,pending,575.45
357,25,Ramirez-Lawson,2025-04-04 11:23:08,294.22,"1964 Alexander Fall, Syracuse, NY 17650",p2p_transfer,,pending,1199.79
358,29,Wong-Daniels,2025-04-04 11:37:43,152.06,"8941 Cervantes Stream, Syracuse, NY 10974",purchase,,pending,2408.91
359,11,"Maddox, Mason and Blake",2025-04-04 11:44:43,243.5,"2569 Edward Landing, Albany, NY 13210",p2p_transfer,,pending,602.44
360,1,Reyes PLC,2025-04-04 12:17:45,171.66,"4964 Ronnie Keys, Buffalo, NY 11868",wire_transfer,,pending,3987.03
361,5,"Marshall, Jones and Norman",2025-04-04 12:47:34,159.96,"1306 Allen Station, Binghamton, NY 11702",bill_payment,,pending,871.7
362,18,Morgan-Bell,2025-04-04 12:54:25,-111.17,"8382 Simpson Road, Syracuse, NY 12960",refund,,pending,9978.26
363,28,Young Group,2025-04-04 13:01:43,222.29,"2379 Costa Locks, Cheektowaga, NY 17917",p2p_transfer,,pending,7438.4
364,10,"Jackson, Fernandez and Smith",2025-04-04 13:13:35,65.7,"6321 Allen Pines, Brooklyn, NY 19189",atm_withdrawal,,pending,1942.78
365,34,Johnson-Sutton,2025-04-04 13:17:36,-258.82,"2723 George Creek, Staten Island, NY 13118",refund,,pending,11837.58
366,1,Higgins PLC,2025-04-04 13:29:26,247.39,"6938 Johnson Springs, Queens, NY 16092",purchase,,pending,4234.42
367,13,Taylor-Osborne,2025-04-04 13:30:48,356.64,"8551 Larry Cliffs, Ithaca, NY 12312",wire_transfer,,pending,105.09
368,35,Noble Ltd,2025-04-04 13:31:18,73.34,"4125 Shaun Rapid, Schenectady, NY 10978",atm_withdrawal,,pending,1152.21
369,1,Brown Inc,2025-04-04 13:43:23,431.72,"8087 Hill Cliff, Yonkers, NY 11075",p2p_transfer,,pending,4666.14
370,6,Smith and Sons,2025-04-04 13:51:01,67.1,"4524 Bass Fall, West Markfort, IL 67898",p2p_transfer,,declined,1271.12
371,27,"Holmes, Fuller and Terry",2025-04-04 14:11:07,248.86,"3938 Hampton Springs, South David, FL 39602",p2p_transfer,,declined,1043.97
372,2,Kramer PLC,2025-04-04 14:11:31,6772.2,"5723 Joseph Locks, Ithaca, NY 12140",bill_payment,,declined,1755.05
373,30,Duncan-Prince,2025-04-04 14:46:08,-127.33,"6806 Carrie Crest, Cheektowaga, NY 11975",cancellation,316,pending,1283.16
374,15,Parrish Inc,2025-04-04 14:49:52,314.81,"5475 Andrews Prairie, Queens, NY 15510",wire_transfer,,pending,1217.5
375,33,Delacruz-Ruiz,2025-04-04 15:24:17,95.53,"2111 William Fork, Binghamton, NY 17438",p2p_transfer,,pending,3313.01
376,37,Mcclain-Perkins,2025-04-04 15:35:01,149.95,"814 Spears Landing, Rochester, NY 15088",atm_withdrawal,,pending,1685.28
377,43,"Nicholson, Allen and Ross",2025-04-04 15:38:33,300.09,"2291 Deleon Prairie, Buffalo, NY 12066",p2p_transfer,,pending,934.69
378,39,Aguirre Group,2025-04-04 16:01:12,81.65,"6369 Stephanie Roads, Staten Island, NY 12023",purchase,,pending,2476.05
379,46,Martinez-Moyer,2025-04-04 16:35:26,64.64,"7424 Harris Center, Utica, NY 14700",atm_withdrawal,,pending,878.57
380,58,Jackson-Schultz,2025-04-04 17:33:58,34.93,"3942 Sara Ridge, Rochester, NY 13128",purchase,,pending,3461.24
381,55,Pena PLC,2025-04-04 17:35:14,21.38,"8950 Carey View, Staten Island, NY 18508",atm_withdrawal,,pending,7311.01
382,24,Rodriguez-Brock,2025-04-04 17:35:44,115.42,"3632 Gutierrez Creek, Schenectady, NY 17770",wire_transfer,,pending,1905.89
383,9,Conner PLC,2025-04-04 18:13:51,129.14,"782 Mack Creek, Rochester, NY 15644",purchase,,pending,1437.15
384,7,Wade Ltd,2025-04-04 18:40:33,198.75,"9172 Campbell Ridges, Shortborough, IL 67222",wire_transfer,,declined,915.95
385,6,Miller PLC,2025-04-04 18:54:30,85.48,"2381 Phillips Lake, Schenectady, NY 19167",purchase,,pending,1356.6
386,6,Brown Inc,2025-04-04 19:08:27,156.3,"4654 Martin Road, Yonkers, NY 13773",atm_withdrawal,,pending,1512.9
387,34,Garcia Group,2025-04-04 19:47:56,346.12,"5657 Charles Squares, White Plains, NY 18071",bill_payment,,pending,12183.7
388,5,Smith and Sons,2025-04-04 20:01:34,-399.22,"210 Karen Isle, Queens, NY 14891",refund,,pending,472.48
389,27,Lyons Ltd,2025-04-04 20:09:43,345.31,"955 Jose Crescent, Buffalo, NY 18544",bill_payment,,pending,1389.28
390,46,Mcintyre Ltd,2025-04-04 20:13:20,223.1,"5931 Norman Trail, Binghamton, NY 19111",purchase,,pending,1101.67
391,12,"Horne, Taylor and Watson",2025-04-04 20:13:30,273.24,"9774 Mata Stream, Buffalo, NY 10572",purchase,,pending,385.73
392,46,Rogers-Ward,2025-04-04 20:28:11,159.49,"7015 Kimberly Course, Ithaca, NY 15210",purchase,,pending,1261.16
393,12,Nelson LLC,2025-04-04 21:14:54,88.49,"5947 Brown Ports, New York, NY 14140",purchase,,pending,474.22
394,29,Moreno-Becker,2025-04-04 21:53:42,105.76,"1589 Wolfe Place, Troy, NY 18538",purchase,,pending,2514.67
395,38,Wilson-Marshall,2025-04-04 21:54:48,242.63,"9728 Frost Ridges, Rochester, NY 12036",purchase,,pending,712.81
396,23,Jacobs-Quinn,2025-04-04 22:05:48,148.93,"6496 Ritter Stravenue, Tylerfort, CA 92985",wire_transfer,,declined,2780.55
397,27,Robinson-Robertson,2025-04-04 22:50:59,142.41,"9179 Jennifer Villages, Bronx, NY 11947",p2p_transfer,,pending,1531.69
